关键词,价格区间,地址,排名方式,店铺旺旺,宝贝标题,宝贝链接,宝贝id,宝贝价格,宝贝销量,在线人数,标题排除内容
手表,200.00-2000.00,广州,销量从高到低,瑞夫泰格旗舰店,瑞夫泰格dw陀飞轮机械表手表男自动皮带陀飞轮镂空防水夜光男士表,https://detail.tmall.com/item.htm?id=522609856831&ns=1&abbucket=9,522609856831,1330.00,96,125,海鸥
手表,200.00-2000.00,广州,销量从高到低,xyu20120104,西铁城机械表防水全自动男表钢带夜光机械手表NH8331男士商务表,https://item.taobao.com/item.htm?id=544779126441&ns=1&abbucket=9#detail,544779126441,318.00,96,76,海鸥
手表,200.00-2000.00,广州,销量从高到低,天陀旗舰店,正品天陀手表男士全自动机械表 夜光防水钻时尚表双日历金色男表,https://detail.tmall.com/item.htm?id=525430657903&ns=1&abbucket=9,525430657903,598.00,94,58,海鸥
手表,200.00-2000.00,广州,销量从高到低,亚铂尼旗舰店,正品亚铂尼手表女士全自动机械表女表时尚镂空真皮带夜光防水腕表,https://detail.tmall.com/item.htm?id=529714071810&ns=1&abbucket=9,529714071810,398.00,93,89,海鸥
手表,200.00-2000.00,广州,销量从高到低,卡罗莱乔振专卖店,卡罗莱全自动机械表黑色精钢带手表男士军表时尚运动商务防水男表,https://ju.taobao.com/tg/home.htm?item_id=43933034168&tracelog=fromsearch&abbucket=9,43933034168,998.00,92,99,海鸥
手表,200.00-2000.00,广州,销量从高到低,带泪的鱼025,瑞士正品全自动机械手表防水超薄男表男士真皮带腕表休闲商务名表,https://item.taobao.com/item.htm?id=545076215252&ns=1&abbucket=9#detail,545076215252,558.00,92,62,海鸥
手表,200.00-2000.00,广州,销量从高到低,赢潮品牌1993,正品瑞士嘉年华手表男士手表氚气自发光夜光防水男表精钢时尚军表,https://item.taobao.com/item.htm?id=539705460123&ns=1&abbucket=9#detail,539705460123,365.00,92,95,海鸥
手表,200.00-2000.00,广州,销量从高到低,偏见见,2017新款时尚镶钻玫瑰金钢带女士手表潮流休闲韩版简约防水石英表,https://item.taobao.com/item.htm?id=544679070979&ns=1&abbucket=9#detail,544679070979,215.00,91,197,海鸥
手表,200.00-2000.00,广州,销量从高到低,瑞夫泰格昱琪专卖店,瑞夫泰格/RT男士机械表镂空潮流大表盘超强夜光创意防水男表,https://detail.tmall.com/item.htm?id=539729550686&ns=1&abbucket=9,539729550686,1780.00,90,182,海鸥
手表,200.00-2000.00,广州,销量从高到低,易购宝2133,正品欢乐颂蒋欣樊胜美刘涛明星同款手表女士手表玫瑰金石英表女表,https://item.taobao.com/item.htm?id=542354398228&ns=1&abbucket=9#detail,542354398228,260.00,87,67,海鸥
手表,200.00-2000.00,广州,销量从高到低,ilove399,卡西欧粉色GSHOCK女手表GMAS110MP4A1 4A2 4A3 7A时尚运动女表,https://item.taobao.com/item.htm?id=542803565658&ns=1&abbucket=9#detail,542803565658,208.00,87,160,海鸥
手表,200.00-2000.00,广州,销量从高到低,mstre蒂诚专卖店,正品名仕爵手表男士全自动机械表男表多功能时尚复古真皮带腕表,https://detail.tmall.com/item.htm?id=543444453497&ns=1&abbucket=9,543444453497,369.00,86,64,海鸥
手表,200.00-2000.00,广州,销量从高到低,专柜正品名表,瑞士浪琴海手表男士机械表全自动镂空真皮防水天王男表官方旗舰店,https://item.taobao.com/item.htm?id=541115186341&ns=1&abbucket=9#detail,541115186341,328.00,85,109,海鸥
手表,200.00-2000.00,广州,销量从高到低,宾格瑞升专卖店,正品BINGER宾格手表男女士机械男表女表防水时尚潮流学生真皮带,https://detail.tmall.com/item.htm?id=522563936342&ns=1&abbucket=9,522563936342,398.00,84,56,海鸥
手表,200.00-2000.00,广州,销量从高到低,顺意来168,卡西欧g-shock手表男士运动GA-110GB学生电子表gshock男表g shock,https://item.taobao.com/item.htm?id=543702640059&ns=1&abbucket=9#detail,543702640059,208.00,84,98,海鸥
手表,200.00-2000.00,广州,销量从高到低,bestdon帝瑞专卖店,邦顿手表男款飞轮镂空大表盘男士机械表全自动真皮带防水运动男表,https://detail.tmall.com/item.htm?id=523785709299&ns=1&abbucket=9,523785709299,598.00,83,91,海鸥
手表,200.00-2000.00,广州,销量从高到低,亚铂尼旗舰店,亚铂尼正品手表女士机械表女表时尚四叶草陶瓷夜光防水情侣腕表,https://detail.tmall.com/item.htm?id=538597644807&ns=1&abbucket=9,538597644807,498.00,82,65,海鸥
手表,200.00-2000.00,广州,销量从高到低,冠琴祥鸣睿专卖店,正品冠琴手表男士全自动超薄机械表 防水真皮带男表简约日历腕表,https://detail.tmall.com/item.htm?id=529290534401&ns=1&abbucket=9,529290534401,298.00,81,58,海鸥
手表,200.00-2000.00,广州,销量从高到低,海贼王一路发,正品卡西欧手表男士石英表皮带运动防水全自动机械钢带男表550D,https://item.taobao.com/item.htm?id=543968698653&ns=1&abbucket=9#detail,543968698653,208.00,79,229,海鸥
手表,200.00-2000.00,广州,销量从高到低,kadinuo旗舰店,正品钨钢手链女表防水石英表时尚潮流小巧方形女士玫瑰金简约,https://detail.tmall.com/item.htm?id=534976893894&ns=1&abbucket=9,534976893894,268.00,79,53,海鸥
手表,200.00-2000.00,广州,销量从高到低,陈陈omad,格卢恩手表男士全自动机械表男表真皮休闲超薄简约防水精钢男腕表,https://item.taobao.com/item.htm?id=544834696860&ns=1&abbucket=9#detail,544834696860,558.00,76,93,海鸥
手表,200.00-2000.00,广州,销量从高到低,雷欧时手表旗舰店,雷欧时潮男手表男韩国时尚潮流韩版学生超薄运动休闲简约石英男表,https://detail.tmall.com/item.htm?id=37721690981&ns=1&abbucket=9,37721690981,228.00,76,62,海鸥
手表,200.00-2000.00,广州,销量从高到低,卡罗莱乔腾专卖店,卡罗莱全自动机械表女士手表时尚潮流时装表镶钻真皮带女表防水表,https://detail.tmall.com/item.htm?id=524233525280&ns=1&abbucket=9,524233525280,1358.00,75,167,海鸥
手表,200.00-2000.00,广州,销量从高到低,boshidun旗舰店,正品钨钢女生手链手表女士防水时尚款女2017新款小表盘潮流玫瑰金,https://detail.tmall.com/item.htm?id=525258414862&ns=1&abbucket=9,525258414862,229.00,74,53,海鸥
手表,200.00-2000.00,广州,销量从高到低,红英文,品牌正品高档女士瑞士陶瓷手表女表韩版简约时尚防水全自动机械表,https://item.taobao.com/item.htm?id=544316692238&ns=1&abbucket=9#detail,544316692238,1288.00,74,56,海鸥
手表,200.00-2000.00,广州,销量从高到低,tb45796003,正品casio卡西欧手表男防水三眼真皮石英表学生大表盘BEM-506L-7A,https://item.taobao.com/item.htm?id=543933148373&ns=1&abbucket=9#detail,543933148373,299.00,71,66,海鸥
手表,200.00-2000.00,广州,销量从高到低,kadinuo旗舰店,卡迪诺品牌女士手表复古休闲防水石英表时尚方形钨钢女表专柜正品,https://detail.tmall.com/item.htm?id=520421862483&ns=1&abbucket=9,520421862483,328.00,70,63,海鸥
手表,200.00-2000.00,广州,销量从高到低,斯卡络手表旗舰店,斯卡络正品手表女士全自动机械表时尚钢带潮流夜光防水品牌女表,https://detail.tmall.com/item.htm?id=37688430887&ns=1&abbucket=9,37688430887,368.00,70,56,海鸥
手表,200.00-2000.00,广州,销量从高到低,西卡丹旗舰店,西卡丹正品情侣手表一对女表韩版潮流钢带情侣表防水男表夜光对表,https://detail.tmall.com/item.htm?id=522833858912&ns=1&abbucket=9,522833858912,699.00,69,156,海鸥
手表,200.00-2000.00,广州,销量从高到低,suzman宝巴诗专卖店,suzman正品手表男士防水石英表时尚潮流皮带男表学生休闲运动腕表,https://detail.tmall.com/item.htm?id=538549983024&ns=1&abbucket=9,538549983024,265.00,68,56,海鸥
手表,200.00-2000.00,广州,销量从高到低,bestdon帝瑞专卖店,邦顿女士手表防水时尚款女2017新款超薄长方形小表盘真皮带石英表,https://detail.tmall.com/item.htm?id=532198174619&ns=1&abbucket=9,532198174619,318.00,67,217,海鸥
手表,200.00-2000.00,广州,销量从高到低,前世今生30,正品聚利时手表韩国手链表时尚简约款学生蛇骨吊坠小表盘气质女表,https://item.taobao.com/item.htm?id=540159393848&ns=1&abbucket=9#detail,540159393848,214.00,66,71,海鸥
手表,200.00-2000.00,广州,销量从高到低,oyalie欧亚利旗舰店,欧亚利正品 时尚镂空全自动机械表 真皮带手表女士防水女表9746,https://detail.tmall.com/item.htm?id=44800420915&ns=1&abbucket=9,44800420915,488.00,66,54,海鸥
手表,200.00-2000.00,广州,销量从高到低,卡罗莱乔振专卖店,卡罗莱女士手表女全自动机械表镂空真皮带个性时尚潮流防水大女表,https://ju.taobao.com/tg/home.htm?item_id=43897503619&tracelog=fromsearch&abbucket=9,43897503619,1268.00,66,160,海鸥
手表,200.00-2000.00,广州,销量从高到低,丹力诗手表商城,丹力诗正品手表女士全自动机械表镂空防水休闲时尚潮流真皮带女表,https://item.taobao.com/item.htm?id=521186638851&ns=1&abbucket=9#detail,521186638851,298.00,65,52,海鸥
手表,200.00-2000.00,广州,销量从高到低,lobinni如梦令专卖店,罗宾尼名牌正品牌全自动机械手表情侣表男表s超薄真皮带防水休闲,https://detail.tmall.com/item.htm?id=524039295568&ns=1&abbucket=9,524039295568,1850.00,64,60,海鸥
手表,200.00-2000.00,广州,销量从高到低,丹力诗品牌店,幸运四叶草全自动机械表女瑞士正品手表钢带镂空女士时尚潮流女表,https://item.taobao.com/item.htm?id=523929328580&ns=1&abbucket=9#detail,523929328580,298.00,64,73,海鸥
