关键词,价格区间,地址,排名方式,店铺旺旺,宝贝标题,宝贝链接,宝贝id,宝贝价格,宝贝销量,在线人数,标题排除内容
鞋,-,发货地,综合排序,chenjianchuan123,老北京布鞋女2017春季新款韩版厚底一脚蹬懒人鞋摇摇休闲女夏,https://item.taobao.com/item.htm?id=35673402168&ns=1&abbucket=11#detail,35673402168,67.00,404,130,花花公子;安踏
鞋,-,发货地,综合排序,伐木累童鞋铺,男童鞋春秋新款单鞋红色3岁高帮透气休闲运动鞋儿童网女2017潮,https://item.taobao.com/item.htm?id=537608637134&ns=1&abbucket=11#detail,537608637134,85.00,117,62,花花公子;安踏
鞋,-,发货地,综合排序,小明hk代购,代购Adidas三叶草Stan Smith史密斯银尾休闲男女板小白BA7728,https://item.taobao.com/item.htm?id=538704979933&ns=1&abbucket=11#detail,538704979933,559.00,99,88,花花公子;安踏
鞋,-,发货地,综合排序,connche旗舰店,connche童鞋 2017透气女童运动鞋儿童网鞋网面男童休闲透气跑步,https://detail.tmall.com/item.htm?id=19992411370&ns=1&abbucket=11,19992411370,19.99,330,145,花花公子;安踏
鞋,-,发货地,综合排序,贵人鸟金榜专卖店,贵人鸟男鞋冬季小白鞋男士运动学生板鞋白色韩版潮百搭休闲子男,https://detail.tmall.com/item.htm?id=541601361256&ns=1&abbucket=11,541601361256,139.00,376,62,花花公子;安踏
鞋,-,发货地,综合排序,snoopy童鞋旗舰店,史努比童鞋男童板鞋春季新品运动鞋白色板鞋中大童潮学生小白,https://detail.tmall.com/item.htm?id=537277785788&ns=1&abbucket=11,537277785788,89.00,473,160,花花公子;安踏
鞋,-,发货地,综合排序,普斯堡旗舰店,春季男鞋子休闲鞋运动鞋青年板鞋帆布鞋男士韩版百搭2017新款潮,https://detail.tmall.com/item.htm?id=543282723526&ns=1&abbucket=11,543282723526,58.00,477,52,花花公子;安踏
鞋,-,发货地,综合排序,macys官方海外旗舰店,Macy's女士尖头高跟鞋2017春季新款铆钉浅口单鞋INC2612261586,https://detail.tmall.com/item.htm?id=524427923127&ns=1&abbucket=11,524427923127,579.00,338,161,花花公子;安踏
鞋,-,发货地,综合排序,禾子铁匠铺,春文艺复古男布洛克高帮鞋大头磨砂皮英伦马丁鞋时尚韩版休闲潮,https://item.taobao.com/item.htm?id=542289330263&ns=1&abbucket=11#detail,542289330263,140.00,220,89,花花公子;安踏
鞋,-,发货地,综合排序,peak匹克元宝专卖店,匹克男鞋板鞋2017春夏季新款男士学生休闲轻便透气网面跑步运动,https://detail.tmall.com/item.htm?id=545173809214&ns=1&abbucket=11,545173809214,159.00,722,140,花花公子;安踏
鞋,-,发货地,综合排序,onitsukatiger伟伦专卖店,Onitsuka Tiger鬼冢虎休闲鞋 小白鞋男鞋 RUNSPARK TH201L -9994,https://detail.tmall.com/item.htm?id=40949547157&ns=1&abbucket=11,40949547157,498.00,452,476,花花公子;安踏
鞋,-,发货地,综合排序,芭芭鸭旗舰店,芭芭鸭童鞋儿童运动鞋女童跑步鞋男童休闲鞋2017春季新款韩版潮,https://detail.tmall.com/item.htm?id=544125137356&ns=1&abbucket=11,544125137356,89.00,830,88,花花公子;安踏
鞋,-,发货地,综合排序,时尚美鞋品牌,2017夏季新款珍珠粗跟一字扣真皮韩版百搭低跟女鞋子夹趾樱桃凉,https://item.taobao.com/item.htm?id=544551250990&ns=1&abbucket=11#detail,544551250990,143.00,266,286,花花公子;安踏
鞋,-,发货地,综合排序,charleskeith旗舰店,CHARLES&KEITH单鞋 CK1-60280067 欧美风时尚高跟鞋,https://detail.tmall.com/item.htm?id=535408656339&ns=1&abbucket=11,535408656339,369.00,507,309,花花公子;安踏
鞋,-,发货地,综合排序,乔丹悠悠专卖店,乔丹女鞋跑步鞋2017春季新款跑鞋轻便透气减震韩版学生运动女夏,https://detail.tmall.com/item.htm?id=543295179908&ns=1&abbucket=11,543295179908,189.00,219,220,花花公子;安踏
鞋,-,发货地,综合排序,周佛良22,小白鞋女松糕底真皮厚底百搭韩版圆头学生套脚透气一脚蹬懒人新款,https://item.taobao.com/item.htm?id=542973995334&ns=1&abbucket=11#detail,542973995334,118.00,362,137,花花公子;安踏
鞋,-,发货地,综合排序,学习机屁屁,2017春夏款新百伦总统慢跑鞋运动鞋防滑男童女童中童网面儿童子,https://item.taobao.com/item.htm?id=541600037618&ns=1&abbucket=11#detail,541600037618,189.00,208,124,花花公子;安踏
鞋,-,发货地,综合排序,tyfanwei,老北京布鞋女民族风绣花鞋学生松糕厚底帆布鞋摇摇特大码休闲,https://item.taobao.com/item.htm?id=542592700291&ns=1&abbucket=11#detail,542592700291,55.80,958,175,花花公子;安踏
鞋,-,发货地,综合排序,佳龙鞋类专营店,戈美其2016秋新款女鞋蝴蝶结高跟鱼嘴单鞋女白色高跟细跟鱼嘴,https://detail.tmall.com/item.htm?id=526884035407&ns=1&abbucket=11,526884035407,159.00,112,121,花花公子;安踏
鞋,-,发货地,综合排序,ruiliandy,NIKE FREE5.0耐克跑步鞋724382-400-700-800-002-016-014-100,https://item.taobao.com/item.htm?id=525529059111&ns=1&abbucket=11#detail,525529059111,309.26,66,64,花花公子;安踏
鞋,-,发货地,综合排序,阔王旗舰店,春季布鞋男板鞋老北京布鞋透气休闲鞋懒人鞋帆布鞋黑色低帮男子,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=727538007&k=461&e=vFfkuY5oH9Ha%2B%2F1tmJHbT9rmXej%2F%2Brx0TqmN%2BnIoSIcLJn%2B%2Fr7mCDY2ne634Flc4x5ZZRiTnk6qd69SphK0RKRfHZM9QWRfSrnVyIsPVLsmhjhSU0Dcq3sAJePIAcjTA7n2IlTYDFuWONI5sCQUA8NKk9bbQ8DIfyT%2F6vSRFso%2FoNJCYqHgAIXjdbJrGa%2BmfElRdhSu3VIoeqAxXlVW%2FpwBxb6Nz%2Fvjn8F3c9ztxjJOSCkcpRhTq2MiZVFWc0CyJJuqNYfwf0gMQsEKiPkb%2F9fpc4cY8Ryx031ElvCJpGzCR1xJ5c7ncrU74IFSOghsJI5EmwTgoUguXqwELGxbOBE6MI9pwjxFOjLijeNTvU9tEgqygkd%2FS6ZH5XmhaLxdohjt8nF18yP5DDdoAIg7JIJqlecun3cOVAQCkijlSraxRZHTrCJXab5D2OLN8%2BFqD5quo4rvgDLc%3D,538415232982,59.00,17842,1533,花花公子;安踏
鞋,-,发货地,综合排序,简美惠时尚秀,春秋正装皮鞋男真皮尖头青年商务休闲套脚男鞋流苏牛皮鳄鱼纹婚,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=727538007&k=461&e=h24TwV6S6A3a%2B%2F1tmJHbT9rmXej%2F%2Brx0TqmN%2BnIoSIcLJn%2B%2Fr7mCDY2ne634Flc4x5ZZRiTnk6ribUDm5eICHzBLUn98vz5kF1dj94fTjw%2BhjhSU0Dcq3sAJePIAcjTA7n2IlTYDFuWONI5sCQUA8NKk9bbQ8DIfyT%2F6vSRFso%2FoNJCYqHgAIXjdbJrGa%2BmfElRdhSu3VIoeqAxXlVW%2FpwBxb6Nz%2Fvjn8F3c9ztxjJOSCkcpRhTq2MiZVFWc0CyJJuqNYfwf0gNs%2BdVoyk7mvkJsru8UHHNRZwffDd5HlscT1NsvyjYn%2Bwk0PdbIRsUks4EckXoQ%2BPZgeFNOZ%2FqAcVxoUD87MDLl2EGbsTLVk6jTlA3Zk6LiE%2BNKPmN99CgzucCo7Ek9TderB%2FNUIAAn8YrfL8fBFB5aOC7jQvyA6S5K79UJwdYrRN%2F%2BvBjy8Kf%2FMrI9PWd22kw%3D#detail,528051607791,298.00,220,59,花花公子;安踏
鞋,-,发货地,综合排序,abckids旗舰店,ABC童鞋 2017春秋款新品女童运动休闲鞋透气网鞋儿童跑步子潮,https://detail.tmall.com/item.htm?id=542820300547&ns=1&abbucket=11,542820300547,119.00,547,101,花花公子;安踏
鞋,-,发货地,综合排序,鸿星尔克erke旗舰店,鸿星尔克erke跑步鞋男新款情侣慢跑鞋蓄能跑鞋减震防滑运动男,https://detail.tmall.com/item.htm?id=525259824672&ns=1&abbucket=11,525259824672,169.00,242,67,花花公子;安踏
鞋,-,发货地,综合排序,奔策运动专营店,阿迪达斯女板鞋三叶草SUPERSTAR小白贝壳头b 27136 23641 BB 0683,https://detail.tmall.com/item.htm?id=529038570834&ns=1&abbucket=11,529038570834,519.00,50,144,花花公子;安踏
鞋,-,发货地,综合排序,涉趣旗舰店,涉趣蝴蝶结单鞋女平底圆头浅口单鞋女平跟单鞋韩版百搭平底春季,https://detail.tmall.com/item.htm?id=544814988004&ns=1&abbucket=11,544814988004,129.00,321,74,花花公子;安踏
鞋,-,发货地,综合排序,小蝶外单衣橱,欧洲代购Salvatore Ferragamo/菲拉格慕女鞋牛皮漆皮蝴蝶结平底,https://item.taobao.com/item.htm?id=36701859976&ns=1&abbucket=11#detail,36701859976,1880.00,44,184,花花公子;安踏
鞋,-,发货地,综合排序,newbalance旗舰店,New Balance/NB580系列男鞋女鞋复古鞋跑步鞋休闲运动MRT580UP,https://detail.tmall.com/item.htm?id=525284996222&ns=1&abbucket=11,525284996222,629.30,746,148,花花公子;安踏
鞋,-,发货地,综合排序,乐卡克官方旗舰店,lecoqsportif乐卡克法国公鸡运动休闲鞋CMT-143036,https://detail.tmall.com/item.htm?id=526033012248&ns=1&abbucket=11,526033012248,299.00,128,50,花花公子;安踏
鞋,-,发货地,综合排序,风那图旗舰店,风那图2017春季新款鞋子坡跟真皮女鞋休闲百搭厚底防水台红色单,https://detail.tmall.com/item.htm?id=543877335307&ns=1&abbucket=11,543877335307,298.00,343,123,花花公子;安踏
鞋,-,发货地,综合排序,爱米高旗舰店,AIMIGAO爱米高2017春季新款 内增高拼色女鞋圆头绣花系带休闲女,https://detail.tmall.com/item.htm?id=543737834354&ns=1&abbucket=11,543737834354,439.00,177,124,花花公子;安踏
鞋,-,发货地,综合排序,鸿星尔克erke旗舰店,【2017春】鸿星尔克女鞋运动鞋女新款减震耐磨休闲跑步,https://detail.tmall.com/item.htm?id=544739192790&ns=1&abbucket=11,544739192790,199.00,387,122,花花公子;安踏
鞋,-,发货地,综合排序,yihuagong2008,Nike 耐克男鞋 NIKE 2017 FLYKNIT MAX 男子运动跑步 620469,https://item.taobao.com/item.htm?id=543907942865&ns=1&abbucket=11#detail,543907942865,539.00,433,216,花花公子;安踏
鞋,-,发货地,综合排序,green130,【天天特价】ABC童鞋白色网跑鞋2017春新款男女童中童纯白运动,https://item.taobao.com/item.htm?id=526120425419&ns=1&abbucket=11#detail,526120425419,59.00,130,51,花花公子;安踏
鞋,-,发货地,综合排序,bigwasp大黄蜂春雷专卖店,大黄蜂童鞋春秋款男童运动鞋网面儿童跑步鞋男孩波中大童休闲,https://detail.tmall.com/item.htm?id=534429224286&ns=1&abbucket=11,534429224286,99.00,290,55,花花公子;安踏
鞋,-,发货地,综合排序,tb96429070,Puma彪马Suede Rihanna蕾哈娜黑金白金 金属头松糕鞋362222-01-02,https://item.taobao.com/item.htm?id=537936173699&ns=1&abbucket=11#detail,537936173699,734.02,355,406,花花公子;安踏
鞋,-,发货地,综合排序,asics旗舰店,ASICS亚瑟士时尚高帮运动休闲鞋板鞋小白鞋男女H54XJ- 5050,https://detail.tmall.com/item.htm?id=522593385874&ns=1&abbucket=11,522593385874,439.00,142,127,花花公子;安踏
鞋,-,发货地,综合排序,abckids旗舰店,ABC童鞋 2017夏季女宝宝网鞋1-3岁透气儿童休闲卡通可爱,https://detail.tmall.com/item.htm?id=532544646622&ns=1&abbucket=11,532544646622,89.00,294,166,花花公子;安踏
鞋,-,发货地,综合排序,onitsukatiger伟伦专卖店,Onitsuka Tiger鬼冢虎运动休闲鞋 经典复古板鞋TOKUTEN男D3B2L,https://detail.tmall.com/item.htm?id=521262957107&ns=1&abbucket=11,521262957107,418.00,349,162,花花公子;安踏
鞋,-,发货地,综合排序,zgr旗舰店,ZGR春季韩版小白鞋女2017新款百搭韩版平底鞋运动休闲单女,https://detail.tmall.com/item.htm?id=545552260863&ns=1&abbucket=11,545552260863,158.00,966,536,花花公子;安踏
鞋,-,发货地,综合排序,skechers运动旗舰店,Skechers斯凯奇新款时尚百搭运动鞋 女款超轻透气缓震跑步14804,https://detail.tmall.com/item.htm?id=544102143967&ns=1&abbucket=11,544102143967,499.00,277,186,花花公子;安踏
鞋,-,发货地,综合排序,gm327633031,水钻方扣雪花扣单鞋2017新春款坡跟尖头真皮丝绒内增高中跟粉女,https://item.taobao.com/item.htm?id=545250779336&ns=1&abbucket=11#detail,545250779336,188.00,222,247,花花公子;安踏
鞋,-,发货地,综合排序,天美意官方旗舰店,Teenmix/天美意春专柜同款牛皮简约学院风牛津女单鞋6F720AM6,https://detail.tmall.com/item.htm?id=527049035840&ns=1&abbucket=11,527049035840,368.00,292,103,花花公子;安踏
鞋,-,发货地,综合排序,回力昆联专卖店,回力春季男鞋帆布鞋懒人一脚蹬平底鞋男鞋子休闲乐福韩版板潮,https://detail.tmall.com/item.htm?id=545595938591&ns=1&abbucket=11,545595938591,59.00,270,157,花花公子;安踏
鞋,-,发货地,综合排序,闲人帮,英伦风复古休闲皮鞋韩版潮流板鞋男士休闲鞋布洛克雕花男子潮,https://item.taobao.com/item.htm?id=543146050754&ns=1&abbucket=11#detail,543146050754,178.00,122,52,花花公子;安踏
鞋,-,发货地,综合排序,hzqx0714,欧洲站毛毛鞋2017春新款真皮女鞋内增高单鞋坡跟磨砂小码懒人潮,https://item.taobao.com/item.htm?id=536617630214&ns=1&abbucket=11#detail,536617630214,288.00,57,126,花花公子;安踏
鞋,-,发货地,综合排序,exull依思q旗舰店,依思q2017春季新款水晶格利特女鞋尖头细跟高跟单女17150753,https://detail.tmall.com/item.htm?id=543524821091&ns=1&abbucket=11,543524821091,199.00,271,71,花花公子;安踏
鞋,-,发货地,综合排序,topgloria官方旗舰店,特惠款不可用券】汤普葛罗2017新春夏通勤女鞋休闲方头中粗跟单,https://detail.tmall.com/item.htm?id=544712112537&ns=1&abbucket=11,544712112537,488.00,207,143,花花公子;安踏
鞋,-,发货地,综合排序,丁丁女鞋商城,2017新款中跟一字扣女凉鞋夏中空女鞋粗跟包头时尚甜美尖头皮单,https://item.taobao.com/item.htm?id=532214617517&ns=1&abbucket=11#detail,532214617517,88.00,193,198,花花公子;安踏
鞋,-,发货地,综合排序,charleskeith旗舰店,CHARLES&KEITH 磨砂中跟女鞋 CK1-60900025 尖头浅口OL通勤上班,https://detail.tmall.com/item.htm?id=526420565291&ns=1&abbucket=11,526420565291,299.00,535,453,花花公子;安踏
鞋,-,发货地,综合排序,步云森鞋业,真皮厚底拖鞋松糕底高跟凉鞋大码女鞋41-43码防滑室外坡跟凉拖女,https://item.taobao.com/item.htm?id=44958354946&ns=1&abbucket=11#detail,44958354946,79.00,111,86,花花公子;安踏
鞋,-,发货地,综合排序,恬宇运动专营店,Nike Roshe Two男子黑白轻便缓震运动休闲鞋跑步鞋844656-004 003,https://detail.tmall.com/item.htm?id=537271893390&ns=1&abbucket=11,537271893390,439.00,102,85,花花公子;安踏
鞋,-,发货地,综合排序,枫叶一知秋,高跟鞋春季2017新款女百搭显瘦大码女鞋41-43春款潮真皮粗跟单,https://item.taobao.com/item.htm?id=545105890746&ns=1&abbucket=11#detail,545105890746,178.00,77,126,花花公子;安踏
鞋,-,发货地,综合排序,zara官方旗舰店,ZARA 童鞋 T 字细带芭蕾平底鞋 16365103022,https://detail.tmall.com/item.htm?id=542993280769&ns=1&abbucket=11,542993280769,199.00,,333,花花公子;安踏
鞋,-,发货地,综合排序,guanciaosun,速利玛真皮正品休闲女鞋2016新款平底内增高韩版高帮小白单,https://item.taobao.com/item.htm?id=44008948066&ns=1&abbucket=11#detail,44008948066,150.00,68,109,花花公子;安踏
鞋,-,发货地,综合排序,纪凌翼,Adidas Iniki Runner Boost BB2089/2090/2091/2092 跑步潮,https://item.taobao.com/item.htm?id=546007406360&ns=1&abbucket=11#detail,546007406360,987.01,191,352,花花公子;安踏
鞋,-,发货地,综合排序,saucony圣康尼旗舰店,SAUCONY圣康尼 JAZZ ORIGINAL 复古跑步鞋 跑鞋春秋 女 S1044-D,https://detail.tmall.com/item.htm?id=536837915734&ns=1&abbucket=11,536837915734,349.00,57,61,花花公子;安踏
鞋,-,发货地,综合排序,sneakercenter运动专营店,耐克Nike Air Force 1 AF1空军一号男女板鞋315115- 112 315122TS,https://detail.tmall.com/item.htm?id=538809360247&ns=1&abbucket=11,538809360247,599.00,229,125,花花公子;安踏
鞋,-,发货地,综合排序,bata官方旗舰店,春新BATA/拔佳春季专柜同款胎牛皮文艺复古鱼嘴鞋(超软)AQ713AU6,https://detail.tmall.com/item.htm?id=544448418326&ns=1&abbucket=11,544448418326,388.00,290,54,花花公子;安踏
鞋,-,发货地,综合排序,色非旗舰店,色非2017春季新款欧美女鞋尖头单鞋女粗跟系带百搭性感潮A063P,https://detail.tmall.com/item.htm?id=542470833455&ns=1&abbucket=11,542470833455,299.00,281,269,花花公子;安踏
鞋,-,发货地,综合排序,无邪宝贝屋,春季n字鞋女韩版潮2017新款百搭休闲原宿2016学生平底阿甘运动,https://item.taobao.com/item.htm?id=546005546554&ns=1&abbucket=11#detail,546005546554,38.80,139,190,花花公子;安踏
鞋,-,发货地,综合排序,skechers运动旗舰店,Skechers斯凯奇2017年春季户外透气跑步鞋 系带百搭休闲男52610,https://detail.tmall.com/item.htm?id=544077906984&ns=1&abbucket=11,544077906984,599.00,156,110,花花公子;安踏
鞋,-,发货地,综合排序,喜乐初行旗舰店,基诺浦2017关键鞋 0-1宝宝机能鞋春款男婴学步鞋步前TXGB1616,https://detail.tmall.com/item.htm?id=543435010136&ns=1&abbucket=11,543435010136,178.00,154,77,花花公子;安踏
鞋,-,发货地,综合排序,狠爱旗舰店,2017新款春季潮鞋韩版潮流男鞋子运动休闲鞋小白鞋男学生板百搭,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=2126016638&k=461&e=93ZxhoIuyiD0y1aqnlxtPocITV7bHBNNum6U5w7XXZxO2jikVCgVqty7Y7WXtKxBAjLkEvv2ZuVjljexE%2FxiFWEtHP3%2Fho0VF%2F5b7Sr7nWLLG%2BYS6mlj7IGSb%2FAoPXNeyjgvs%2Blt5CD3o2Nx9OE6hmZ44iO9sE4ZPWcgfZV9IXIFjrERYPgOYCsulKWNvQQIz%2FVRPMPduJOubOMAXdnsCGUy%2BuzbK5HzsiHTqQkM2Nadc2ku8p0zelL0vP%2Bk8YVBSfxDPIk08VMNAcrCF8cvwGplDwHMQMRNxy6iDCPUUD1iLLfe3z1%2F%2FZHxYJPs0y6nuTH2NAY%2B2oq4gIV5AqhznVcUiFqlajjhN6bV479Oxs8ijEBWgLqrcawmMgDxMrEYTKiJcgUma0TmQvYcsXbhage0WUjegeefwtAddGfTIJq7OJyteRP7R8ohzLrhV4uJkHf0pm%2Bj6rw%3D,537504016156,49.00,7637,838,花花公子;安踏
鞋,-,发货地,综合排序,mouespad,UFOSTORY 新款时尚休闲低帮帆布鞋男鞋 户外鞋男,https://item.taobao.com/item.htm?id=521655708348&ns=1&abbucket=11#detail,521655708348,95.00,109,52,花花公子;安踏
鞋,-,发货地,综合排序,新超锐运动专营店,adidas阿迪达斯男鞋2017正品NEO运动鞋休闲鞋板B 74478 B 74477,https://detail.tmall.com/item.htm?id=538958960859&ns=1&abbucket=11,538958960859,398.00,37,122,花花公子;安踏
鞋,-,发货地,综合排序,converse童鞋旗舰店,Converse/匡威 Chuck II魔术贴帆布鞋 男女小童鞋754198C,https://detail.tmall.com/item.htm?id=530935400006&ns=1&abbucket=11,530935400006,299.00,135,75,花花公子;安踏
鞋,-,发货地,综合排序,柯玛妮克旗舰店,柯玛妮克 2017春季新款真丝社交女鞋 尖头红色婚礼高跟鞋细跟单,https://detail.tmall.com/item.htm?id=543463688790&ns=1&abbucket=11,543463688790,598.00,117,87,花花公子;安踏
鞋,-,发货地,综合排序,yiyi503411,现货！old soles超好穿的学步鞋，新款绑带宝宝童鞋 新春特惠,https://item.taobao.com/item.htm?id=533651299833&ns=1&abbucket=11#detail,533651299833,350.00,102,63,花花公子;安踏
鞋,-,发货地,综合排序,第2眼男人,复古风一字扣带平底鞋 圆头浅口春季新款单鞋平跟女时尚潮韩版,https://item.taobao.com/item.htm?id=544420251315&ns=1&abbucket=11#detail,544420251315,90.00,182,82,花花公子;安踏
鞋,-,发货地,综合排序,什么尾吧长,防滑17春秋冬季新款儿童鞋男女童的中高帮运动鞋休闲鞋潮特价,https://item.taobao.com/item.htm?id=544416550880&ns=1&abbucket=11#detail,544416550880,19.90,450,114,花花公子;安踏
鞋,-,发货地,综合排序,361尊客专卖店,361男童鞋2017春秋新款跑步鞋子儿童运动鞋防滑中大童网面休闲,https://detail.tmall.com/item.htm?id=544143606464&ns=1&abbucket=11,544143606464,139.00,2256,146,花花公子;安踏
鞋,-,发货地,综合排序,薰衣草057,2017春季新款儿童运动鞋男童鞋子休闲网鞋透气女童跑步宝宝潮,https://item.taobao.com/item.htm?id=534028090193&ns=1&abbucket=11#detail,534028090193,59.00,1030,624,花花公子;安踏
鞋,-,发货地,综合排序,美丽佳人女鞋旗舰店,美丽佳人单鞋女 方头浅口中跟大码女鞋 韩版金属扣装饰休闲子女,https://detail.tmall.com/item.htm?id=536378308128&ns=1&abbucket=11,536378308128,159.00,60,77,花花公子;安踏
鞋,-,发货地,综合排序,jxueyan,2017春季女童皮鞋韩版儿童鞋新款金属扣小单鞋高跟淑女公主子,https://item.taobao.com/item.htm?id=544419874918&ns=1&abbucket=11#detail,544419874918,76.00,367,103,花花公子;安踏
鞋,-,发货地,综合排序,雾落凡尘,春夏真皮内增高女鞋10CM休闲旅游松糕厚底小白坡跟内增高34码,https://item.taobao.com/item.htm?id=529035205270&ns=1&abbucket=11#detail,529035205270,128.00,104,55,花花公子;安踏
鞋,-,发货地,综合排序,super制造,Super制造Nike Wmns Tennis Classic 黑白 经典小白鞋 312498-130,https://item.taobao.com/item.htm?id=543385161392&ns=1&abbucket=11#detail,543385161392,518.00,83,163,花花公子;安踏
鞋,-,发货地,综合排序,华荥桥鞋类旗舰店,华荥桥2017新款跑步鞋季轻便休闲学生运动鞋女网面透气情侣慢跑,https://detail.tmall.com/item.htm?id=545145868727&ns=1&abbucket=11,545145868727,59.00,1262,68,花花公子;安踏
鞋,-,发货地,综合排序,湫水衣人,春季百搭皮面休闲高帮帆布鞋男士滑板鞋子黑色英伦学生发型师潮夏,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=680955868&k=461&e=N4zTlBZ8H3qmKlnRWfLnLRwpSfVFZbMjnzBA%2Br4PP1EYMeuj9FkkvimvVR%2FgW7e81uzyIamVBsDPPhXADoxr2L3wPL%2Fyt0K0ASzXyo7ZwdsTRoJq2bVVXdVX2WbXceI7%2BW2SPmBh28i28c3i8dEcvYfIYysOuQrvF105Sl8LYSzJxkHFYt7HgBlBPzkUZ8h2OLeS0LZde3pMgERoRiX3FjXIuzkaYLUiz1nUUA1YC0WXepZYonJ5iv6D%2B9bPiWRkcY6RGq0Z8WjqE%2BNzUilgUyCoAEnI5fVaWoEI6MZzymzqQby4B88fshxjwg8cvpGOm2UIp9RUTn0BRNK1OeUk4HFKChkMParLVXFr5yMcaEuJXIz9s2wM8U0Ok9u0xy1bXOQ4IpNH1pkU%2FNPfFqVCkJo2eY12fFQBQlTqFAAUxOYXwJyBYsgg3Cwm0SZP5B85w%2Bh0NUiuoaE%3D#detail,41530327427,55.00,1213,265,花花公子;安踏
鞋,-,发货地,综合排序,佳乐乐671,休闲鞋男鞋子韩版运动鞋2017新款百搭轻便英伦青少年春秋春季潮流,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=680955868&k=473&e=JX2KKH05PkimKlnRWfLnLRwpSfVFZbMjnzBA%2Br4PP1EYMeuj9FkkvimvVR%2FgW7e81uzyIamVBsC0WY%2FwZ1VC323DIwMZAZOvAK20588irXATRoJq2bVVXdVX2WbXceI7%2BW2SPmBh28i28c3i8dEcvYfIYysOuQrvF105Sl8LYSzJxkHFYt7HgBlBPzkUZ8h2OLeS0LZde3pMgERoRiX3FjXIuzkaYLUiz1nUUA1YC0WXepZYonJ5ijqybK25JJJyJFob5klvnJZlfGQNYSS914L8AlhWoxip8%2BstOnUM7fkleE4WUH0Ww4DTkHQp9Tlxjph3MLlK6ZUb0D7tfpZuZFYT6Nqhl7qlZG0WO%2BIDdWlVcWvnIxxoS4lcjP2zbAzxTQ6T27THLVtc5Dgik0fWmRT8098WpUKQcji1UirHZNXZEw6vghNBWIQsUTVyvmCyeKc8OoDz4RGRM%2BRZar936Q%3D%3D#detail,543258852826,89.00,716,109,花花公子;安踏
鞋,-,发货地,综合排序,骆驼服饰旗舰店,Camel/骆驼女鞋2017春季新款深口单鞋女鞋增高鞋休闲百搭小白女,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=680955868&k=525&e=YeDE5j%2FjouumKlnRWfLnLRwpSfVFZbMjnzBA%2Br4PP1EYMeuj9FkkvimvVR%2FgW7e81uzyIamVBsDiFTacawHyrtNtnhi41ApTJnWp58tx%2BC0TRoJq2bVVXdVX2WbXceI7%2BW2SPmBh28i28c3i8dEcvYfIYysOuQrvF105Sl8LYSzJxkHFYt7HgBlBPzkUZ8h2OLeS0LZde3pMgERoRiX3FjXIuzkaYLUiz1nUUA1YC0WXepZYonJ5igiIlljqKSyRrmFeUcXdOaYK74GPHC8M3jkacP5PxkwziPE2dEejCHKYir0o%2FdWRAy0Fn80LUNUxPmW83XLtlSSCjJIpYjNFFyeZNtW91z0ZH3af2gAXVmfk6rZumRybiKloE0V1b24lLqpcjnZlddALrStOm0vkHEbTXNK%2BWg1bDPf1B5JVkXW54%2BodkDrBtlQaHkAz%2BSqoe3ag3nrscX%2B2QSobMp7RYvPzyBukQJFDNKDQERe8HqGLeStgnQUCIz%2FYqoqz2DeORPW%2FsN9zKaM%3D,544007436933,269.00,387,87,花花公子;安踏
鞋,-,发货地,综合排序,asics旗舰店,ASICS亚瑟士舒适透气缓冲跑鞋跑步鞋运动鞋男款T4A1N-4801,https://detail.tmall.com/item.htm?id=521832422400&ns=1&abbucket=11,521832422400,1112.00,154,52,花花公子;安踏
鞋,-,发货地,综合排序,原创品牌童装,儿童运动鞋女3岁4春季5小白鞋女童休闲板鞋6皮面7女孩公主白子8,https://item.taobao.com/item.htm?id=543576998269&ns=1&abbucket=11#detail,543576998269,52.00,167,55,花花公子;安踏
鞋,-,发货地,综合排序,vans官方旗舰店,Vans/范斯银白色女款板鞋休闲鞋|VN0A32R2LYK/LZ9,https://detail.tmall.com/item.htm?id=541187883747&ns=1&abbucket=11,541187883747,735.00,89,61,花花公子;安踏
鞋,-,发货地,综合排序,涂抹记忆,包邮英国进口Next童装正品代购男婴新生儿深蓝色运动婴儿17春夏,https://item.taobao.com/item.htm?id=542974719038&ns=1&abbucket=11#detail,542974719038,79.00,120,83,花花公子;安踏
鞋,-,发货地,综合排序,zara官方旗舰店,ZARA 女鞋 弹性运动鞋 12720201040,https://detail.tmall.com/item.htm?id=542300127668&ns=1&abbucket=11,542300127668,359.00,,123,花花公子;安踏
鞋,-,发货地,综合排序,幸运叶子官方旗舰店,阿迪达斯男鞋 2017夏季新款NEO低帮透气轻便运动休闲板F 99130,https://detail.tmall.com/item.htm?id=526397778765&ns=1&abbucket=11,526397778765,309.00,223,158,花花公子;安踏
鞋,-,发货地,综合排序,恬宇运动专营店,NIKE KWAZI 简版回到未来椰子黑白男子运动休闲跑步鞋844839-601,https://detail.tmall.com/item.htm?id=541188462173&ns=1&abbucket=11,541188462173,499.00,120,141,花花公子;安踏
