博主,博文,日期,转发数,评论数,点赞数
财新网,【北京再启雾霾橙色预警】（记者 周泰来）据北京市环保局网站，北京市于12月2日0时正式启动空气重污染橙色预警。而16个小时之前，将启动橙色预警的消息已经向社会发布。北京市气象条件不利于污染扩散，预计将出现一次持续污染过程，其中2、3、4日将达到重度污染状态 |北京再启雾... ,2016-12-02 09:49,20,38,40
南方周末,【北京“耐药雾霾”风波背后】北京雾霾样本中检测出的抗生素耐药基因，是使细菌对抗生素产生耐药性的基因，只会存在于细菌里，并不会使人类对抗生素产生耐药性。其次，他们的研究并没有检测这些细菌是死还是活的，因为空气中很多细菌寿命很短，这意味着不会对人有健康威胁。耐药菌和耐药基因，如同人和 ,2016-12-02 09:48,86,141,125
西安晚报,#城事#【今早霾预警拉响 5日冷空气驾到有望驱霾】近两日我市干燥少雨，雾霾影响较大，今日一早，雾霾预警又拉响，预计5日随着冷空气的到来，雾霾天气有所缓解，但天气仍干燥。  今日早晨外出的市民发现，天空又成了灰蒙蒙的一片，空气中的雾霾有所加重，能见度较低。早晨6时05分，市气象台发布霾 ,2016-12-02 09:47,1,1,3
保定早报,古城观察：保定市环保局遇到问题就只会推，网友把空气污染问题反映到你这儿了，作为政府职能部门你们应该把情况转交给住建部门啊，为什么直接就一句话不归自己管就冷眼旁观了。指望这样的环保公务员想治理好保定的雾霾，简直白日做梦。我要是保定市委书记市长，市县两级环保局长从上到下换一个遍，我就 ,2016-12-02 09:44,30,30,14
扬州气象,【雾霾哪里多？又该如何防御？】请戳图了解~by中国天气网 ,2016-12-02 09:44,1,2,1
南望山人报,#早安，地大##新气象#今天可是周五耶~预计今天白天多云，晴为主，体感还是比较清凉。部分人因为考试周五的力量不够的话，明年的放假安排足够让泥萌清醒一下不？不过有“大雾”，又有冷空气要来！无法清醒那就来看看本报新出炉的“地大大雾图集”和去年十二月“雾霾中的地大” ,2016-12-02 09:31,1,,2
FlemingCui,建议以后北京市气象台，将#雾霾预警#改为“蓝天预警”。这样遇到蓝天时发布预警即可，不发布时就是雾霾，还能帮助减轻工作量，这样多方便呀… ,2016-12-02 09:31,,,1
杰杭-W,以前最烦坐车的我现在渐渐爱上了在路上的感觉，沿途的物景总能让我的心保持好奇，让我对这个世界还有美好的憧憬。吸多了雾霾，换个地方洗洗肺。#旅行，我们在路上。。。# ,2016-12-02 09:27,,2,10
月隐寒霜,有些人吶，不知是腦子瓦特啦還是怎樣，貓能破壞多少東西，你一個人一天吐幾口痰一天扔個擦腚紙一天喫個大鴿子一天喫個一二級國寶一天搞個尿屎污染霧霾污染，不比貓厲害多啦？是貓禍害還是人禍害？小三那麼多，要不要整天追著人給人割蛋蛋？ ,2016-12-02 09:24,6,,1
新浪四川,#成都身边事#【未来3天坏空气不走！成都“雾霾”天将卷土从来！】据省环境监测总站，四川已持续三天区域性污染，12月2日受弱冷空气影响，盆地污染累积将得到短时打断，3日和4日盆地继续维持不利污染气象条件，一直到10日，污染累积加重，预计成都市将以中度污染以上为主。|这周末四川... ,2016-12-02 09:24,34,78,33
健康海淀,晴天太短 又进雾霾 未来三天再次拉响橙色预警 今天北京空气质量从前一日的4级中度污染回归至1级优。然而晴日短暂，根据预报，明日，北京将接连3日重度污染。  12月2日0时，北京又将启动橙色预警措施。北京市环保监测中心监测显示，截至16时，城区大部分地区仍处于二级良水平，但是房山琉璃河站 ,2016-12-02 09:20,2,,1
衍磊,#空气净化#外面雾霾，家里的pm2.5竟然也有77，还好住了多年的房子化学污染物已经到不了0.1了，不过一些橱柜里能达到0.3左右，显然还是超标的。每年有多少室内装修污染物超标的例子，特别是有孩子的小家庭必须要重视起来啊！空气净化器质量是关键! ,2016-12-02 09:12,,,1
权叔,#北京雾霾#雾霾，我只吸北京的。相比于冀霾的厚重，鲁霾的激烈，蒙霾的阴冷，我更喜欢京霾的醇厚，让品味者肺腑欲焚，欲罢而不能。 ,2016-12-02 09:10,,,7
郑州市气象局,今天还是以晴好天气为主，雾霾为辅！小编还是那个努力干活还不粘人的小编！！ ,2016-12-02 09:10,,,7
成都高新,#身边事#【成都市民注意 雾霾即将“重来”】据省环境监测总站，四川已持续三天区域性污染，12月2日受弱冷空气影响，盆地污染累积将得到短时打断，3日和4日盆地继续维持不利污染气象条件，一直到10日，污染累积加重，预计成都市将以中度污染以上为主。 ,2016-12-02 09:09,32,5,
老马哥321,回到家，每天面對着灰蒙蒙雾霾霾的天空，只能嘆息，周邊的人都麻木了，對此早已無語。原來平静的節奏被打破，每天要面見一些老友、小伙伴共叙舊事，恢复常态估計還需要一些時日，只是体锻依然每天堅持着。其間，不断接受到新的信息；有的提陞了，有的改道謀新了，感觉身邊發生的故事很多，變化亦大。 ,2016-12-02 09:09,,2,5
河南气象,【18地市天气】冷空气疲倦了，温度上升了，雾霾也回归了。 ,2016-12-02 08:58,2,1,2
尼玛牌大哥大,最近成都的雾霾天特别严重，同事买了一个空气检测仪，通过检测，他发现每天出门室外pm2.5高，开车甲醛高，他郁闷了很多天，陷入了每天上班路上是在室外感受一口天然的pm2.5，还是在车上深吸人造甲醛的两难中，最后他选择在咸鱼上把它卖了，每天该咋走就咋走。 ,2016-12-02 08:57,12,66,142
刘高兴Deserve,雾霾有多可怕？大概就是出家门的时候看到的是蓝天白云，半个小时后到教室窗外又是灰茫茫一片。 |咸阳·西北... ,2016-12-02 08:50,,1,9
Turbu超,这淳厚的雾霾让人很是不爽 。。。。 |西安·绿地... ,2016-12-02 08:43,,,15
天津网,【雾霾又来】昨日晴好的蓝天在津驻足1日就匆匆离去，今日，静稳的天气系统回归，气温将突破10℃，雾霾再度来袭。根据气象监测分析，今天晴转多云，西南风2-3级转3-4级，最高气温12℃，最低气温1℃，空气污染气象条件3级。“今天本市将有雾霾出现，双休日雾霾会越来越明显。”据气象部门介绍，今起3天， ,2016-12-02 08:41,,1,2
滨海发布,【听说这个周末和雾霾有约】#滨海微服务# 滨海新区气象局预报显示，今起至3日空气污染物浓度会逐步升高，本周末，新区云量逐渐增多，西南风吹拂之下，最高气温维持在10℃以上。2日，滨海新区晴转多云，西南风3-4级，最高气温10℃。3日，霾转雾，西南风3-4级，最高气温11℃。4日，最高气温11℃， ,2016-12-02 08:35,14,10,34
鼎盛军事飞豹,雾霾天看客机驾驶舱视角直降上海浦东机场，驾驶员真是不容易 秒拍视频 . ,2016-12-02 08:34,103,27,87
坠落羔羊,见识过一些人，非常善于主导话语方向。即便是你一早就准备好了要跟他谈论些什么东西，他一开口就能偏离你的既定规划。给我印象最深刻的是当初柴静拍了一部纪录片叫穹顶之上，就想了解下雾霾是如何造成的。结果有人看到我这条微博一上来就说纪录片有哪里哪里拍的不够专业的问题。可我问的是雾霾是如何造 ,2016-12-02 08:33,,,2
巡航日志,雾霾重于泰山，，，，，，这还只算是中度污染么？ |成都·四川... ,2016-12-02 08:19,,16,18
不瘦21斤不换ID,本来想拍出漫画里那种天空，咋拍下和雾霾似的 |大同·大同... ,2016-12-02 08:07,,13,12
小确幸smiles,#打卡早餐# 2016年12月2日，周五咯，大家周末早。雪下了，又都全化了，雾霾天卷土重来，啥时候学校也能来个雾霾假呢？"等风来"原先只是个段子，现在无奈地变成了现实。今日早餐:红枣莲子银耳汤，麻花枣糕，香菇盏，水果，坚果。 ,2016-12-02 07:49,,,2
香如故233,逃避雾霾！ |北京·首都... ,2016-12-02 05:36,2,1,1
城市过客,    生活不止远方的苟且，还有雾霾下水墨京城。 ,2016-12-02 01:04,3,,4
最美不过初见COCO,原阳的雾霾.... 秒拍视频 . ,2016-12-02 01:01,1,,1
木石成林,这几天大连雾霾比较严重，过敏性支气管炎犯了比较不舒服，就发了个朋友圈求安慰。结果平时一个并不是特别熟悉的我们学院的大美人给我发微信告诉我缓解的方法，发了好长一段话。我一下子就被治愈了。啊啊啊，为什么你人这么美，有这么善良！！！ ,2016-11-27 23:56,3,8,
EliseSuen孫儀凌,有我在; 霧霾也擊退! 我就是; 所以好好珍惜我 |北京 ,2016-11-27 23:38,,3,9
舍友是老棉裤,今天没有雾霾，天很蓝。路过无数次在公交上拍了无数次的白塔，终于让我好好拍了一番。努力去爱上这个遍地是景点的城市，努力让自己快乐，然而有点困难突然很想回家… ,2016-11-27 23:37,,8,3
夏末了了-,雾霾之后的蓝天总是显得弥足珍贵 Gregor 做了蛋糕 很好吃 我继续我的工作 透过窗户的阳光撒在我的头上 脸上 暖暖的 周末虽然有点忙碌 但是也不忘忙里偷闲 ,2016-11-27 23:36,,,1
三农舆情网,11月26日，北京依然四面“霾”伏，但中国科技馆报告厅里却座无虚席，由未来论坛主办的第23期理解未来系列讲座之《守望蓝天：决战雾霾前线》正式开讲。本次讲座由中国科学院大气物理研究所研究员、中国科学院大学岗位教授、博士生导师王跃思以《我国（北京）大气霾污染现状、防控办法和面临的挑战》为 ,2016-11-27 23:35,2,,
任平生2019,北风过后，尽三千晴空，一碧如洗。犹忆梁林少年时，总布胡同，太太客厅，鸿儒笑语无穷。而今四月芳华落尽，满城雾霾，言语闭塞，总有余恨无处可寄。 |北京·塔院... ,2016-11-27 23:33,,,2
FAE-FAE,晚安！希望帝都每天都是蓝天没有雾霾 |北京·大峪 ,2016-11-27 23:32,1,1,
香港商報網,#热点#【雾霾再袭京津冀 “最严”禁令能否留住蓝天白云？】这两天，寒潮影响结束多地气温回升，空气质量出现下滑。本月开始，北方已正式进入供暖季，空气重污染情况也屡有发生。一份份号称“最严”的空气污染防治措施，正在多个城市组成抵御雾霾的防线。（央视网） ,2016-11-27 23:31,1,7,5
西安科技大学,#夜谝西科#雪刚化就迎来了严重的雾霾天，古都的雾霾是如此浓烈厚重，不过对大家来说还是“霾是故乡醇”。今天来聊聊你家乡的雾霾吧～ ,2016-11-27 23:29,1,5,6
颠覆我Characte的发条狗,重游故里，比起两年前感觉好很多的景洪市商业化更浓了。热带雨林的天气虽然闷热了些，但比起北方干燥的天气加上呛鼻的雾霾，我更加喜欢这里的天气，至少目前是这样。 |西双版纳傣... ,2016-11-27 23:25,,,4
爱跑的萝莉,早上组织了一场公益活动 “绿色出行 抗击雾霾”希望大家都为自己生活健康着想 少开车出行 节约能源 低碳环保！从白天跑到黑夜 第一次体会到 今天突破25KM 谢谢队友一路相随 爱你们@超级话题 @微博跑步 ,2016-11-27 23:25,,,5
不喜欢这样吗松,珍惜每一个晴朗的冬日/感恩长沙没有雾霾/少有的能见度/漂亮的城市天际线/茶颜悦色并没有广州的喜茶好喝/明天一二节有课 晚安 ,2016-11-27 23:24,,3,7
Cc-信仰,其实 过往 没什么波澜壮阔 如小孩子过家家 这一场散场 就像十几年前 夕阳落下 分别被爸妈喊回家吃饭一样 幼稚的那样不堪 临睡前的惊醒 又是要嘲笑自己一番 只是心念成魔或者心念成佛 想象中的世界终究抵不过吸进去的雾霾来的实在 |石家庄·时... ,2016-11-27 23:14,,4,5
长姑娘_Yellow,家就是家尽管你常雾霾满天尽管你常堵车尽管你常施工尽管你有那么多不足我还是爱你 |济南 ,2016-11-27 23:12,,12,15
葱姜都要么么哒,好啦 又是一个记入《苞谷奶奶告诉你什么叫用真金白银爱人》的夜晚 虽然啥铭牌也没捞着 下周土也吃不起准备吸雾霾吸饱虽然贡献不多 但是我们一起做到了这件事 就很开心。 ,2016-11-27 23:12,2,1,6
陽捭阖,可能因为是我天生就很怂逼所以现在活得很幸福很满足，有时候不开心睡一觉就都忘了。一生那么长，还充满那么多无限的可能还有那么多爱你的人。即使是北京也不是永远都是雾霾也会有湛蓝的天和明媚的阳光。曾经质疑过自己简单却无聊的人生，现在却觉得很庆幸，很知足。把仅剩的一点勇气拿来过好每一天吧。 ,2016-11-27 23:06,,5,10
赵大光荣,#今日贴纸打卡##CBA新疆VS辽宁# 比赛结束 辽宁差点追上来 绝杀可能差一点运气也是前三节辽宁挖的坑太深了@CUBA联赛官微 @郭艾伦 @周小七呦 我是路粉配一张今天下午在球场的自拍今天雾霾有点重 |青岛·青岛... ,2016-11-27 23:02,,,4
我想我永远都不会懂我,昨天，山西省地级城市临汾市宣布，临汾市管内各县市，从即日起实行机动车单双号制，不言而喻，尾号单号单日出行，双号双日出行。据说这是为了治理雾霾，也有说为了环保检查。不管为了什么，我今天问了一百多个老百姓，集体回答，操他妈。原因罄竹难书。简单说两条:昨天我在城里喝了酒，打车回家，准备 ,2016-11-27 23:02,3,,3
柯淇淇淇淇淇,有一颗想带着汉堡王和二路车站小丸子坐到漫咖啡里点上一杯冒着气泡的柠檬汽水的胃和一颗想去星海I55点一份大薯条看着冬日暖阳乱飞的鸽子呼吸着充满大海味道的空气的心以及想去猫空窝一下午的懒惰，可我现在只能吸着雾霾五点半早起升旗。天越冷越想家想回大连 |大连 ,2016-11-27 23:01,,11,7
蔡正男Steven,在没有雾霾的礼拜天，    出去走走看看！（此人脸已冻歪，腿已走断！） |北京·八角... ,2016-11-27 22:54,,5,39
丫头美心美肺,夏末深秋冬又来，冬日午后游丛台。难得半日浮生闲，万幸今天没雾霾。 ,2016-11-27 22:53,,3,6
中国阿桑奇,西方列强靠殖民扩张崛起。中国靠和平崛起，发展过程中有点雾霾怎么了？雾霾论就是西方政府勾结中国汉奸的产物，用于卡住中国发展的脖子。雾霾可以消除，经济也完蛋了。无知的中国人跟着外国B汉奸瞎嚷嚷，满嘴SB情怀。现在限行了国1、2车辆，你们这些车主还嚷嚷吗？知道“雾霾论”的阴谋吗？就是限制你 ,2016-11-27 22:52,10,3,2
北其村,自欺欺人！根据全市“决战45天”超常措施治理雾霾的规定，井陉县路政部门对辖区主干道上的大货车实施限行。据现场一名路政执法人员介绍，限行时间为早上6点至晚上11点。石家庄市针对9月中旬以来连续出现多个重污染天气情况，出台超常措施， （分享自 @凤凰网围观） 网页链接 ,2016-11-27 22:41,4,3,
中国天气,【#睡前看天气# 明日起华北黄淮再陷“霾伏”】在冷空气影响的间歇期中，静稳天气形势会重新建立。预计明天到月底，华北、黄淮等地还将有轻至中度霾，部分地区重度霾天气。大家出门还需做好防护。以北京为例，从明晚开始雾霾会再次出现，还是提前备好口罩吧！ ,2016-11-27 22:39,3,5,4
Tracy紫温暖,注定难熬的一个冬天 干燥雾霾限号 天冷没关系 人心不冷就好  ,2016-11-27 22:36,,6,9
小番薯咔咔,一周的出差，北方的雾霾，酒精，疲劳，都在健身房挥汗如雨2小时后得到了彻底的缓解。每到广州阴冷的冬天，我便手脚冰凉，教练说我吃的太少，热量不够多。确实，尽管我并不忌口，但晚上总要顾忌碳水的摄入，油炸，甜食，基本不碰。我知道通过健身瘦下来多么来之不易，个中辛苦无法言喻，所以格外珍惜。 ,2016-11-27 22:31,,4,1
曲向东,这两个周末，各校的戈十二选拔令人感动。无论是北方的雾霾，还是南方的阴冷，都阻挡不住戈友们火热的心。生命原本如此，就应该这样热流奔涌。 ,2016-11-27 22:29,2,1,6
狼迹J天涯,北京雾霾天呆的我实在闹心，所以周日就跑出去浪了，又认识好多新朋友，天气也是非常适合运动的 |唐山·玉田... ,2016-11-27 22:29,,,3
活跃的空中云,今晚领孩子们洗澡，结束时碰见老板闲聊了两句，最后出门时老板来了句：你老公真称职，两娃一天天都是他看了吧，我看你就不用管，word天！看来今天真是个重雾霾天！ ,2016-11-27 22:27,,10,4
陪我度过漫长岁月的我_JerFu,为了去北京，给我爸妈做了一个多月思想工作，好不容易做通了，今天看新闻说北京雾霾又爆表了，顿时俩人又反悔了，说我现在这身体去北京会出问题 ,2016-11-27 22:27,,31,1
时-咚-咚,一早起来去和小伙伴汇合，京杭大运河旁拉练，阳光很好，微风，没有雾霾，带着姨妈跑了五公里。今天是有所期待的，完成五公里后我的总跑量就达到了1000km，加上今年完成的三个全马一个50km，我应该可以晋级顶级跑者了，有点儿小激动。可惜，悦跑圈因为数据的问题导致布拉格的全马不算，申诉无效有些沮丧 ,2016-11-27 22:27,,,1
薇薇同学阿_,浪了两天很是开心咸阳的雾霾也不大天气也不灰尘 ,2016-11-27 22:26,1,5,9
习宝宝团购网,【|11月28日11... 】对抗寒冬，对抗雾霾天。宝宝们的需求就是我们的目标，口罩、护膝、打底裤都是实用又超口碑，就说爱不爱我吧 ,2016-11-27 22:26,1,4,3
24楼妍色,盗同学的一张图，今年的进阶课完美收官了～何等充实愉快的三天～好朋友和新同学看图就知道，冬天的北京，没有阻止我们外拍的脚步，没有雾霾的冬天户外，我们来了！不怕冷，因为热情在 ,2016-11-27 22:25,6,9,29
小5星滴妈咪,D742 昨天结束旅行肥家疯狂的收拾行李，连发微博的力气都没有就睡去了……回程の飞机飞了多久五星就睡了多久，论航班时间的重要性吖从碧海蓝天的三亚飞回雾霾重重的大济南，怎不是对家乡爱得深沉？五星回家后倒是一如既往的各种捣蛋，各种吃，各种玩，but是谁说过旅行会让孩子成长来的， ,2016-11-27 22:22,,2,2
医疗张羽,登上香山半山腰赏了一次西山晴雪，遥望没有雾霾的北京城，下山去颐和园赶上一次完美的落日。这就是今天的大美海淀！#喜行于摄# @海淀旅游 ,2016-11-27 22:21,1,,1
老水兵新传,一场突如其来的寒潮终于悄然褪去了，久违的太阳又露出了笑脸，似乎秋天又回来了。上午路过一个公园顺便走了进去。虽然是周日却几乎见不到游人。原来是因为有雾霾，空气轻度污染，人们都躲在家里了。我也乐得随手拍，甚至下到桥底，和鱼儿来个亲密接触，忘却了琐事和烦恼。 ,2016-11-27 22:21,4,16,40
两半截的傻老大,每次从榆林到神木，过大保当后就能远远看到一面雾霾墙在路的前方，同样，从榆林去西安过延安后翻过几个隧道在洛川左右就能远远看到雾霾凶煞一样在等着我一头扎进去。。。。 ,2016-11-27 22:20,2,24,8
liu1986ying,雾霾蓝和阳光配吗？ ,2016-11-27 22:14,2,,
屹巷,小城的冬天没那么冷     安静 有淡淡的阳光  有雾霾 雾霾散尽是蓝天    松柏苍翠 长廊悠长#互粉#  -屹巷 ,2016-11-27 22:12,,4,31
乐乐1035,【玩疯了】周六雾霾，爸爸带他去室内儿童乐园。从10:25一直玩到17:30！期间喝了一小杯水和一杯奶茶，午饭都不吃，除了去一趟厕所后来遇到两个可以玩到一块的小伙伴了，更是不亦乐乎。三个小东西把海洋球都扔出池外不少，好说歹说也不捡。走时闹别扭下扶梯也急急忙忙的，注意安全也不听 ,2016-11-27 21:56,2,,
青春不要荒芜了岁月,毕业后的一次返校。熟悉的北方雾霾天，熟悉的食堂，熟悉的街道和熟悉的人。一段匆匆，一段过往。未来继续前行！ |泰安·山东... ,2016-11-27 21:47,,6,28
沪跑团,#约跑不能停#20161128周一（约跑小提示：每次约跑前最好提前咨询各约跑点联系人约跑是否如期举行，以免跑空如遇中雨及中度以上雾霾或其他恶劣天气则约跑自动取消） ,2016-11-27 21:47,2,,
hj_wx,据说石家庄雾霾指数全国之首？，而且大理整治雾霾，竟然限单双号为了环境和健康，我是坚决支持限号，但是出行真心不方便啊。这两天买了辆小电动  ，一下子被它惊喜到了，特别好开，各处都非常灵活，轻便。外观和内饰也很漂亮！国产汽车，尤其是新兴的电动汽车能做到 ,2016-11-27 21:46,2,2,1
小默心里冇得数,柴静的穹顶之下，被封杀快两年了吧。记得这么深是因为害我正在追的美剧也非常难找种子了。『摄影师深入雾霾源头，拍到的场景让人绝望！』|摄影师深入... ,2016-11-27 21:41,,,11
Kenneth_靴喵,阴雨天加雾霾天大半个月，广州终于出太阳了！a7R+2470 @a7CLUB ,2016-11-27 21:39,1,1,6
alovelinessgirl,知道为什么哈尔滨雾霾辣眼睛了吗 ,2016-11-27 21:39,,3,4
安安小双,和喵喵薛薛去了德国使馆的圣诞市场，一杯热葡萄酒喝得飘飘然，虽然离圣诞还有一个月，但圣诞的氛围已经浓浓的了。参加了一对可爱的人儿的婚礼答谢宴，真心祝福！坐深夜的特11，又在二层的第一排，披着夜色穿过雾霾中的城市。这是周六，很开心 ,2016-11-27 21:37,,2,6
背包客在江湖333,有一个多月没爬山了，脚痒得很，今天同学约好去千山，正和我意。虽然小北风刮的嗖嗖的，但却把雾霾刮走了，天空晴朗，心情舒畅。还是挺有天缘的星期天人很多，大部分是登山爱好者，我们爬到无量观山顶，别说，风小多了，太阳的直射，照得我眼睛睁不开。久违的山路踩在上面格外亲切。我从小就爱在 ,2016-11-27 21:34,,1,7
行走北天的义扬,雾霾中的一米阳光。人的欲望是无穷无尽的啊。。。 ,2016-11-27 21:33,,5,16
期货时间的一,能把复杂的问题深入浅出的讲清楚很了不起，而今天前来录制的嘉宾很明显有这个能力！今天录制新的国丞创投大圣理财特约播出的“投资大扫描”四期节目，分别是“机器人与人工智能”“创新创业的趋势与未来”“雾霾与绿色金融”， “互联网直播的商业模式”。再次感谢各位来现场录制节目的嘉宾。每周五晚1 ,2016-11-27 21:32,,1,9
雨多缠,@孟庭苇 ，姐姐，感谢这首新的古风歌，痴，让亚弟弟能狗重新拾到几天前大雾初散时看到楼宇间的一轮新月时的心情，我们五言的望眉清可以开始了，，因为雾霾，我只半月见到一次月亮.而因为痴误，姐姐的半年一次回复，我还没有看到，我在雾停停出出的梦北继续， ,2016-11-27 21:31,,2,2
王晓笛,#雾霾，我们分手吧# 和雾霾分手第一天，阳光下骑了神奇小单车，听了marek的音乐会，觉得work一点都不hard，开心的不得了======一看天气预报，我的天！明天又要和雾霾复合了 |北京·尤伦... ,2016-11-27 21:26,,,3
tianaiai99,现在最危险的几个地方，一是女浴室！因为柔光自拍，完美泄露春光！二是北京！雾霾的首都是你不懂的呼吸！三是幼儿园学校！残酷的血色童年！四是台湾，永远不承认自己是中国人的中国人！五是香港，总是想把自己卖出去的地方！ |任丘市 ,2016-11-27 21:13,,,3
闲亭漫步30,发表了博文《致青春：原来你还在这里》既是一部青春剧，又是一部偶像剧，适合在阴冷的雾霾天里观看，用青春懵懂的情感温暖一下阴郁的心。剧情编得很不咋样，但摄影很唯美，有些镜头让人惊艳。男一号是吴亦凡，从《有|致青春：原... ,2016-11-27 21:12,,2,33
河海大学青年志愿者协会,11.20日星期天上午9时，河海大学青年志愿者们来到了景明佳园进行主题为“雾里看花花非花”的水资源保护环保课堂活动，给小朋友讲解有关雾霾的知识。此次活动让小朋友们对雾霾有了一定的认识，能够知道雾与霾的差异和危害并让他们懂得了如何防治雾霾。  上午九点半，我们的环保课堂开始了。课堂分 ,2016-11-27 21:07,3,,3
hc__alive,天气完美，妖风带走了雾霾，然后就去追赶伏地魔了。我状态极渣，爬坡居然爬的脑缺血想睡觉，下坡总是开头挺快，很快胳膊腿都无法支撑，迅速热衰竭，就完蛋了。和朋友们骑车真开心 ,2016-11-27 21:05,,,2
日照v1,#骑行打卡# 骑行45公里，徒步10公里。这次骑行，有一个熟悉的面孔，估计单位的同事大多熟悉，就是贺大叔，这位老青年准备已久，要来试试！从出发到登山，全程没有放弃！自然也收获了笑脸～今天雾霾，正因为这样，照片有水墨画的感觉，非常喜欢。骑车还好，登山真是舒服，眼界与出汗的感觉，还有志同道 ,2016-11-27 21:01,,,1
打不垮的me,今天膝盖有些受伤，时而疼痛，跑步过程中不得不慢下来。不知是没有热身还是最近超负荷运动的缘故，或者是肌肉力量严重不足。以后要充分热身再加速，要坚持力量训练，在减肥结束前最好控制速度保持跑姿。#跑步打卡# 北京雾霾散了，可却来到了上海，还是随遇而安吧，不必过于强求。 |上海·上海... ,2016-11-27 20:49,1,5,4
佐大人-,雾霾好几天，终于放晴啦 ,2016-11-27 20:37,,14,10
Candy小苔,初冬的北京雾霾来得快去得也快，晚风里是清冽的味道，湖面结了一半的薄冰。一个小屁孩戴着雷锋帽踩着心爱的滑板车，从桥上下坡的时候刹不住车了……还有个小娃娃被老爸拎着学走路，很开心地摇摇摆摆朝我走过来，广场上有个老人用洪亮的嗓音唱着月亮代表我的心，隔了一片湖都还能听到。朝阳公园游记。 ,2016-11-27 20:16,,,8
BJ--Doraemon,#拍客大作战##We车纪实#奔驰AMG C63无一素车，自带帝都雾霾特效！@摄影师痞子东 @刘冉婷不吃胡萝卜 ,2016-11-27 20:13,27,10,25
有一个姑娘叫圆圆,难得的好天气 嗯！今天天气不错，没有雾霾！@杨琪芳 ,2016-11-27 20:12,,19,18
小冬笔记,两天时间，在城市中穿梭。经历黄昏、日出、雾霾、人海……再回到熟悉的地方。吃个晚饭，提醒自己一定早点睡觉，不要熬夜玩手机，这样对手机不好。……晚安  ,2016-11-27 20:11,,,12
时尚芭莎,#时尚芭莎12月下##BAZAAR电影组#雾霾爆表的北京深夜，我们约@张若昀 喝了一杯。芭莎独家对...摄影/@小刚Trunkstudio 监制&形象/葛海晨 执行/张婧璇 ,2016-11-27 20:11,45720,469,2585
北极小白兔,今日签到照大风把雾霾和云都吹走了，只剩湛蓝的天～湖面开始结冰 |北京·北京... ,2016-11-27 19:51,,3,5
邢丰缨_如萱,【如萱：天津 空明】今天天津起大风，吹散了雾霾，露出了蓝天，吃到了地道的天津菜，花生糊很好吃！下午给朋友拍空明，脉轮整体状态不错，今年5月份她来南京找我拍过一次，前后都找附近的其他老师拍过，上个月还去泰山禅院见了丁师。5月份见到她还很瘦，160出头只有80多斤，这次见到她长胖了，90多 ,2016-11-27 19:50,4,6,6
LyuKa1,终于明白所有的不安和焦虑对未来的怀疑都是因为没有老爸慈祥的笑脸和老妈让加的衣 感恩你们我约会了下雪的盐城 烟雨雾霾的苏州和与我的人生无数次激烈碰撞的上海这些美好的地方 对我到底意味着什么 我真的无法用言语道明,2016-11-27 19:39,12,,2
瑜伽视频集,性感瑜伽美女教你做运动抗雾霾 秒拍视频 . ,2016-11-27 19:35,9,,5
阿土姑Niang,刚来青岛第一天在五四广场就被采访了，记者问我：你觉得今天青岛的天气怎么样？我：虽然晴天，但中度雾霾… |青岛·青岛... ,2016-11-27 19:31,,14,33
俺是芜野,又是一个雾霾天，我的SPG稳定器老家闲了半个多月了，愣是没机会拍一个蓝天下的美丽初冬。 ,2016-11-27 19:26,5,12,4
王石_Seoul,今天突然发现，我这双眼皮啊，愈发明显了…耷拉着，是老了吗…？熬过冰冻的一周，雾霾的几天，这一年就是眨眼的事儿，眼巴巴的等着谁啊，瞬间就跨出本命年啦…这个世界花花绿绿哒，剩男剩女也没几枚了吧，猴年过后都是好日子，虽然你还没有看到，我内心隐藏的澎湃…踏踏实实，过好日子，自由永驻心中啊 ,2016-11-27 19:25,,7,1
Reine-晗,昨天的重度雾霾瞬间转移了，那好天气自然就要安排室外活动啦。 |北京·天坛 ,2016-11-27 19:24,,3,7
你好我是王老师,是的，驾照到手啦，昨天早上我还在被窝里，快递的电话就打来了，然后驾照就是这么迅速的来啦。是的，昨天出去骑行，越骑雾霾越大，看着天色渐晚，晚霞超级美丽。是的，周日的晚上，第二次不用上课，然后，然后，人家还没有备课，咋办，好想回到昨天早上，让我再睡一次吧 ，不想上班  ,2016-11-27 19:22,1,,5
小米fan粒粒,冬天就宅着看肥皂剧，wang晓晨怎么这么可爱啊，演的真自然啊，喜欢你好江齐飞这对哈哈哈，大帝都整个被这个电视剧黑惨了，堵车干燥雾霾不好打车，你说得对…… ,2016-11-27 19:20,2,15,39
小羊最牛,美丽的江滩夜景，舍不得独乐乐，因为峨喜欢众乐乐，也只有天气好才能看见这麽美的夜景，雾霾的天只有一片漆黑，祢说呢 |武汉·汉口... ,2016-11-27 19:16,,1,4
贵州师范大学广播站白云校区,最近朋友圈动态又在开始新一轮的沸腾，也许是刷着微商的小广告过于单调。我们议论纷纷的雾霾又继续来势汹汹并且大行其道地在各种社交圈里霸占动态总榜。周一中午的《喜闻乐鉴》 就为您带来关于这雾霾的话题，让我们深切关注我们当下的空气环境。@__尾巴__ ,2016-11-27 19:02,,,3
